Invoice no,Customer id,Product id list,Invoice date,Shopping mall
INV01525,C00212,"P00270,P00134,P00234,P00412",20/03/2025,MK
INV01526,C00434,P00134,30/12/2024,CYB
INV01527,C00023,"P00383,P00480,P00270,P00216,P00391,P00053",28/01/2025,MK
INV01528,C01202,P00513,21/05/2024,TKO
INV01529,C00397,"P00035,P00375,P00045,P00349,P00172",08/10/2025,ST
INV01530,C00480,P00427,17/09/2024,ST
INV01531,C00043,"P00228,P00067,P00181,P00546",07/10/2025,TKO
INV01532,C00726,"P00383,P00480,P00270,P00216",10/08/2025,CYB
INV01533,C01274,"P00393,P00233,P00115,P00521",04/10/2024,MK
INV01534,C00812,"P00383,P00480,P00270,P00216",02/02/2024,CYB
INV01535,C00194,"P00060,P00195,P00007",16/03/2024,ST
INV01536,C00888,"P00006,P00295,P00120,P00345,P00254",24/06/2024,TKO
INV01537,C00166,"P00071,P00154",04/12/2024,ST
INV01538,C00941,"P00102,P00416",28/04/2024,ST
INV01539,C01295,"P00439,P00511,P00108,P00092",15/11/2024,ST
INV01540,C01074,"P00050,P00158,P00447",23/09/2024,MK
INV01541,C00881,"P00383,P00480,P00270,P00216,P00191",25/06/2025,MK
INV01542,C01149,"P00132,P00142,P00072,P00248",06/03/2025,CYB
INV01543,C00273,"P00383,P00480,P00270,P00216",02/06/2025,ST
INV01544,C01170,"P00482,P00199,P00514,P00144,P00207",08/03/2024,CYB
INV01545,C01132,"P00383,P00480,P00270,P00216,P00284,P00318",04/03/2024,ST
INV01546,C00163,"P00383,P00480,P00270,P00216",10/01/2024,CYB
INV01547,C01428,"P00386,P00092,P00087",26/10/2025,MK
INV01548,C01370,"P00540,P00022",21/04/2025,MK
INV01549,C00513,"P00470,P00379,P00185,P00177,P00281",30/11/2024,MK
INV01550,C01098,"P00074,P00087,P00308,P00005",30/05/2025,MK
INV01551,C00616,"P00351,P00216,P00166,P00093,P00453",23/02/2025,TKO
INV01552,C00351,"P00383,P00480,P00270,P00216",23/08/2024,MK
INV01553,C00349,"P00481,P00062,P00023,P00223",28/03/2024,ST
INV01554,C00837,"P00261,P00459,P00048,P00367,P00522",11/12/2024,MK
INV01555,C00379,P00376,31/10/2025,CYB
INV01556,C00466,"P00425,P00084",05/03/2025,CYB
INV01557,C01393,"P00212,P00209,P00246,P00433",07/05/2024,CYB
INV01558,C00019,P00401,28/12/2024,ST
INV01559,C00016,P00039,21/05/2024,TKO
INV01560,C01377,"P00383,P00480,P00270,P00216",01/02/2025,TKO
INV01561,C01462,"P00266,P00143,P00500,P00539,P00177",24/02/2024,TKO
INV01562,C00897,"P00310,P00051,P00190",05/07/2024,ST
INV01563,C00170,"P00383,P00480,P00270,P00216",27/12/2024,TKO
INV01564,C00168,"P00282,P00096",01/03/2024,MK
INV01565,C01186,"P00130,P00442,P00447",05/06/2025,TKO
INV01566,C00196,"P00545,P00398,P00391,P00494,P00222",22/09/2024,TKO
INV01567,C00324,"P00057,P00301,P00546",09/11/2024,ST
INV01568,C00818,"P00030,P00270,P00356,P00316,P00246",03/10/2024,TKO
INV01569,C00860,"P00142,P00437,P00326,P00087,P00280",29/11/2025,ST
INV01570,C00162,"P00533,P00196,P00255,P00112",13/07/2025,ST
INV01571,C00989,"P00383,P00480,P00270,P00216,P00351",24/09/2025,MK
INV01572,C01013,"P00010,P00405,P00513,P00247",11/08/2025,ST
INV01573,C01485,"P00432,P00382,P00471,P00410,P00278",02/12/2024,CYB
INV01574,C01195,P00464,21/12/2025,MK
INV01575,C00528,"P00527,P00068,P00138,P00124",01/09/2024,ST
INV01576,C00693,"P00197,P00265,P00010",10/04/2024,MK
INV01577,C00591,"P00193,P00114",17/02/2024,CYB
INV01578,C00184,"P00040,P00203,P00399",17/03/2025,MK
INV01579,C00122,P00145,25/12/2025,CYB
INV01580,C00967,"P00286,P00500",08/11/2025,CYB
INV01581,C01400,"P00131,P00085,P00148,P00263",27/07/2024,ST
INV01582,C01332,"P00383,P00480,P00270,P00216,P00529,P00302",19/08/2025,MK
INV01583,C01192,"P00048,P00496,P00259,P00099",21/08/2024,ST
INV01584,C00007,"P00022,P00384,P00219",05/02/2025,TKO
INV01585,C01175,"P00166,P00146,P00354",11/05/2024,MK
INV01586,C01104,"P00471,P00037",12/01/2025,CYB
INV01587,C00290,"P00383,P00480,P00270,P00216,P00354,P00034",24/02/2025,ST
INV01588,C01177,"P00479,P00039,P00542",21/11/2024,CYB
INV01589,C01455,"P00383,P00480,P00270,P00216",27/01/2024,MK
INV01590,C00778,"P00435,P00329,P00523,P00260,P00456",16/08/2025,MK
INV01591,C01102,"P00015,P00029,P00374,P00228",31/10/2025,CYB
INV01592,C00287,"P00383,P00480,P00270,P00216,P00252,P00115",23/11/2024,ST
INV01593,C00221,"P00166,P00456",18/01/2025,TKO
INV01594,C00044,"P00383,P00480,P00270,P00216,P00368,P00218",11/12/2025,TKO
INV01595,C00206,"P00532,P00492,P00317,P00520,P00466",08/05/2025,TKO
INV01596,C00718,"P00321,P00202,P00545",18/05/2025,CYB
INV01597,C01311,"P00036,P00342,P00099,P00408",10/12/2025,ST
INV01598,C00571,"P00215,P00294,P00515,P00386",05/01/2025,ST
INV01599,C00964,P00185,12/01/2024,TKO
INV01600,C00074,"P00033,P00041,P00276",07/07/2024,CYB
INV01601,C00966,"P00383,P00480,P00270,P00216,P00121,P00418",19/07/2025,ST
INV01602,C01182,"P00383,P00480,P00270,P00216,P00157",03/04/2024,CYB
INV01603,C00261,P00001,17/07/2025,MK
INV01604,C01058,"P00331,P00265",03/12/2024,CYB
INV01605,C00180,"P00010,P00460",07/05/2024,TKO
INV01606,C00706,P00168,04/04/2025,CYB
INV01607,C01303,P00133,06/04/2025,ST
INV01608,C00659,P00193,12/02/2024,MK
INV01609,C00752,"P00514,P00051,P00172,P00384",10/04/2024,MK
INV01610,C01422,"P00383,P00480,P00270,P00216,P00171,P00293",27/08/2025,CYB
INV01611,C01282,"P00383,P00480,P00270,P00216,P00421",09/08/2024,MK
INV01612,C00755,"P00383,P00480,P00270,P00216",06/08/2024,CYB
INV01613,C00372,"P00010,P00043,P00236",14/08/2025,CYB
INV01614,C00322,"P00528,P00050,P00212",28/05/2025,TKO
INV01615,C00430,"P00541,P00342,P00413,P00070,P00140",06/02/2025,CYB
INV01616,C00337,"P00278,P00120,P00064",28/01/2025,TKO
INV01617,C00803,"P00383,P00480,P00270,P00216",28/01/2024,MK
INV01618,C00087,"P00167,P00106,P00387,P00403",28/11/2024,MK
INV01619,C00441,"P00509,P00366,P00374,P00309,P00065",17/05/2025,ST
INV01620,C00769,"P00383,P00480,P00270,P00216",15/07/2025,CYB
INV01621,C00822,"P00383,P00480,P00270,P00216",11/04/2025,ST
INV01622,C00139,"P00383,P00480,P00270,P00216,P00317,P00174",13/11/2024,CYB
INV01623,C00299,"P00429,P00417,P00287,P00523",05/09/2024,ST
INV01624,C01205,P00174,28/12/2024,ST
INV01625,C01290,"P00480,P00347,P00193,P00470,P00482",05/10/2024,MK
INV01626,C00975,"P00335,P00487,P00453,P00302",09/05/2024,ST
INV01627,C00447,"P00383,P00480,P00270,P00216,P00292",06/08/2025,TKO
INV01628,C00725,"P00383,P00480,P00270,P00216",07/11/2024,TKO
INV01629,C01019,P00324,16/08/2025,CYB
INV01630,C01082,"P00149,P00203,P00194",18/12/2025,CYB
INV01631,C00089,"P00383,P00480,P00270,P00216,P00220,P00466",24/02/2025,MK
INV01632,C00038,P00465,08/06/2025,MK
INV01633,C00892,P00079,13/03/2025,ST
INV01634,C00123,"P00549,P00356,P00484",19/07/2025,CYB
INV01635,C00957,"P00028,P00475,P00282,P00521,P00032",12/05/2025,MK
INV01636,C01244,"P00383,P00480,P00270,P00216,P00463,P00198",26/05/2024,MK
INV01637,C01127,"P00144,P00174,P00369",02/07/2024,MK
INV01638,C00610,"P00441,P00049,P00106,P00272,P00040",10/08/2024,MK
INV01639,C00808,"P00519,P00105,P00368,P00387",19/05/2025,ST
INV01640,C00684,"P00446,P00006,P00105,P00188,P00254",19/11/2025,TKO
INV01641,C00586,"P00452,P00012,P00070,P00250,P00246",28/04/2024,ST
INV01642,C00910,"P00209,P00433",07/08/2024,CYB
INV01643,C00531,"P00413,P00091",14/02/2025,CYB
INV01644,C01256,"P00481,P00350,P00336",27/12/2025,MK
INV01645,C01480,"P00516,P00280,P00034,P00105,P00127",03/10/2024,MK
INV01646,C00461,"P00112,P00440",19/05/2025,MK
INV01647,C00787,P00353,05/03/2024,ST
INV01648,C00581,P00176,11/09/2025,ST
INV01649,C00734,"P00383,P00480,P00270,P00216,P00360,P00032",01/06/2024,CYB
INV01650,C01046,"P00262,P00365,P00401",12/12/2024,ST
INV01651,C00889,"P00450,P00314",01/03/2024,ST
INV01652,C00460,"P00383,P00480,P00270,P00216",07/03/2025,MK
INV01653,C00068,P00117,07/09/2024,CYB
INV01654,C00621,"P00254,P00099,P00041",11/03/2025,CYB
INV01655,C00594,"P00383,P00480,P00270,P00216,P00214",12/05/2025,CYB
INV01656,C00252,"P00488,P00419",28/08/2025,TKO
INV01657,C00190,"P00383,P00480,P00270,P00216,P00410",07/03/2025,TKO
INV01658,C00254,"P00383,P00480,P00270,P00216,P00399,P00323",21/01/2025,TKO
INV01659,C00556,"P00383,P00480,P00270,P00216",20/12/2025,CYB
INV01660,C00489,"P00383,P00480,P00270,P00216,P00043,P00534",10/03/2024,MK
INV01661,C01441,"P00422,P00093,P00082",25/12/2024,CYB
INV01662,C00571,P00109,25/03/2025,CYB
INV01663,C01084,"P00117,P00175,P00222,P00204",18/11/2024,MK
INV01664,C01158,"P00237,P00484,P00156,P00077",12/07/2025,ST
INV01665,C00625,P00236,12/09/2025,MK
INV01666,C00769,"P00241,P00440,P00053,P00095",03/09/2024,TKO
INV01667,C00999,"P00310,P00110",26/11/2024,ST
INV01668,C00620,"P00383,P00480,P00270,P00216,P00173",03/03/2024,TKO
INV01669,C00123,P00244,22/02/2025,TKO
INV01670,C00321,"P00126,P00172",21/09/2025,CYB
INV01671,C00202,"P00102,P00097,P00142,P00161",10/12/2025,CYB
INV01672,C00549,"P00077,P00175",24/07/2024,TKO
INV01673,C00626,"P00532,P00183,P00515",09/12/2024,CYB
INV01674,C00167,"P00455,P00505,P00151,P00220,P00493",28/05/2025,CYB
INV01675,C01292,"P00115,P00285",02/11/2024,ST
INV01676,C01450,"P00351,P00278,P00346,P00446,P00120",16/02/2024,CYB
INV01677,C01016,"P00440,P00534,P00071,P00194",04/09/2024,ST
INV01678,C01146,"P00346,P00182,P00111,P00041",02/08/2024,TKO
INV01679,C00460,"P00317,P00270,P00356",11/04/2024,TKO
INV01680,C00962,"P00085,P00445",22/04/2025,TKO
INV01681,C01161,"P00268,P00447,P00474,P00345",20/03/2025,CYB
INV01682,C00522,"P00383,P00480,P00270,P00216",21/07/2025,MK
INV01683,C00802,P00481,20/02/2024,ST
INV01684,C00197,"P00383,P00480,P00270,P00216,P00042,P00282",03/05/2024,MK
INV01685,C00108,"P00411,P00019",01/08/2024,CYB
INV01686,C00750,"P00340,P00335",26/02/2025,CYB
INV01687,C00529,"P00295,P00472,P00542",24/02/2025,CYB
INV01688,C00475,"P00383,P00480,P00270,P00216",14/02/2025,MK
INV01689,C01204,"P00052,P00494,P00328,P00474",03/12/2025,CYB
INV01690,C00369,"P00318,P00247,P00067",24/03/2025,MK
INV01691,C00453,"P00071,P00497,P00279,P00060",07/04/2024,ST
INV01692,C01419,"P00434,P00057,P00397",17/06/2024,CYB
INV01693,C00737,"P00383,P00480,P00270,P00216",18/05/2024,ST
INV01694,C01360,"P00383,P00480,P00270,P00216",09/01/2024,CYB
INV01695,C01063,"P00383,P00480,P00270,P00216,P00225",05/02/2025,CYB
INV01696,C00276,"P00055,P00146,P00073,P00497,P00239",26/10/2024,MK
INV01697,C00137,"P00338,P00427,P00468,P00220,P00221",28/03/2025,CYB
INV01698,C00418,P00004,07/02/2024,MK
INV01699,C01132,"P00007,P00152,P00060",22/12/2025,MK
INV01700,C00106,"P00472,P00380,P00016,P00482,P00090",19/01/2025,CYB
INV01701,C00756,P00524,16/10/2025,MK
INV01702,C00808,"P00187,P00054,P00292,P00414,P00068",26/04/2025,MK
INV01703,C00577,P00460,06/02/2025,MK
INV01704,C01230,"P00383,P00480,P00270,P00216,P00215,P00535",22/11/2025,TKO
INV01705,C00593,"P00213,P00274,P00168",26/06/2024,MK
INV01706,C00858,"P00147,P00171",01/12/2025,CYB
INV01707,C01046,"P00526,P00394,P00462,P00325,P00307",24/05/2025,CYB
INV01708,C00755,"P00383,P00480,P00270,P00216,P00368,P00379",01/01/2025,ST
INV01709,C01428,"P00197,P00151,P00221,P00012",19/08/2024,ST
INV01710,C01061,"P00286,P00509",12/06/2025,CYB
INV01711,C00956,"P00430,P00095",15/08/2025,MK
INV01712,C01431,"P00455,P00473,P00348",25/03/2024,TKO
INV01713,C01317,P00200,11/07/2025,TKO
INV01714,C00855,"P00099,P00381,P00223,P00076",17/11/2024,MK
INV01715,C00085,"P00383,P00480,P00270,P00216,P00006",21/06/2025,MK
INV01716,C00265,"P00383,P00480,P00270,P00216,P00440,P00426",05/06/2025,MK
INV01717,C01387,"P00383,P00480,P00270,P00216,P00148,P00090",26/11/2025,CYB
INV01718,C00671,"P00208,P00243,P00497,P00114,P00354",14/05/2024,CYB
INV01719,C01495,"P00383,P00480,P00270,P00216,P00264,P00357",14/09/2024,CYB
INV01720,C01446,P00131,14/05/2024,CYB
INV01721,C00685,P00144,06/06/2024,CYB
INV01722,C01058,"P00134,P00367,P00001,P00047",11/12/2024,CYB
INV01723,C01425,"P00383,P00480,P00270,P00216",05/04/2025,CYB
INV01724,C00198,P00303,02/04/2024,CYB
INV01725,C00623,"P00323,P00012",02/03/2024,MK
INV01726,C00196,"P00350,P00268,P00359,P00532",27/12/2025,MK
INV01727,C00962,"P00383,P00480,P00270,P00216",03/01/2025,MK
INV01728,C01390,"P00341,P00086,P00211,P00443",05/10/2025,ST
INV01729,C01164,"P00005,P00263,P00389,P00229",16/09/2024,TKO
INV01730,C00536,"P00074,P00111,P00059",22/06/2024,TKO
INV01731,C01076,P00153,20/12/2024,TKO
INV01732,C00972,P00012,17/02/2025,CYB
INV01733,C00722,"P00367,P00465,P00018,P00142,P00293",29/08/2024,CYB
INV01734,C01304,"P00388,P00105,P00183",20/02/2025,MK
INV01735,C00150,"P00544,P00007,P00546,P00130,P00112",18/03/2024,MK
INV01736,C00184,"P00097,P00337,P00313",17/02/2025,CYB
INV01737,C00651,"P00158,P00445,P00422,P00276,P00416",29/02/2024,MK
INV01738,C00814,"P00297,P00116,P00540,P00535,P00437",29/05/2024,MK
INV01739,C00671,"P00340,P00037,P00031,P00092",29/10/2025,MK
INV01740,C00427,"P00315,P00099,P00483",21/06/2025,ST
INV01741,C00431,"P00383,P00480,P00270,P00216,P00096",19/12/2025,CYB
INV01742,C01218,"P00225,P00412,P00052",16/06/2025,MK
INV01743,C01059,"P00383,P00480,P00270,P00216,P00154",08/04/2025,TKO
INV01744,C00451,P00496,05/02/2024,CYB
INV01745,C00949,"P00383,P00480,P00270,P00216",02/08/2024,MK
INV01746,C00765,"P00202,P00327",04/08/2025,CYB
INV01747,C00348,"P00309,P00181,P00443,P00063,P00252",16/01/2025,CYB
INV01748,C00965,"P00198,P00309",25/08/2024,TKO
INV01749,C01311,P00159,23/08/2024,CYB
INV01750,C00285,"P00383,P00480,P00270,P00216",14/11/2024,MK
INV01751,C01003,P00043,23/06/2025,TKO
INV01752,C01480,"P00345,P00165,P00451",14/10/2025,MK
INV01753,C00353,"P00545,P00284,P00261,P00509",09/02/2025,MK
INV01754,C00317,"P00383,P00480,P00270,P00216",12/12/2025,MK
INV01755,C01427,"P00240,P00329,P00081",19/12/2024,MK
INV01756,C00953,"P00383,P00480,P00270,P00216",03/01/2024,MK
INV01757,C00271,"P00477,P00324,P00226,P00334",20/04/2025,CYB
INV01758,C00041,"P00539,P00328,P00083",06/08/2025,CYB
INV01759,C00277,P00484,28/11/2025,CYB
INV01760,C01250,"P00431,P00272,P00341",21/01/2024,MK
INV01761,C01281,"P00383,P00480,P00270,P00216",07/07/2024,MK
INV01762,C01009,P00281,17/04/2025,CYB
INV01763,C00528,"P00386,P00095,P00123",21/12/2025,ST
INV01764,C00650,"P00383,P00480,P00270,P00216,P00072",07/02/2025,CYB
INV01765,C00773,"P00452,P00442,P00406,P00300",05/11/2024,TKO
INV01766,C00901,P00261,03/07/2024,ST
INV01767,C00272,"P00383,P00480,P00270,P00216",03/08/2024,ST
INV01768,C00468,P00478,20/02/2025,ST
INV01769,C00925,"P00409,P00489",02/08/2024,CYB
INV01770,C00344,P00182,17/11/2024,MK
INV01771,C00830,P00448,23/05/2024,CYB
INV01772,C00712,"P00225,P00029,P00179,P00535,P00023",07/03/2024,MK
INV01773,C01313,"P00383,P00480,P00270,P00216,P00416,P00454",11/10/2024,TKO
INV01774,C01376,"P00383,P00480,P00270,P00216,P00356",02/01/2024,ST
INV01775,C00294,P00273,20/09/2024,MK
INV01776,C01254,"P00220,P00021,P00298,P00073",17/12/2025,TKO
INV01777,C00267,"P00014,P00464,P00231,P00401,P00110",02/05/2024,CYB
INV01778,C00121,"P00435,P00512,P00154",03/02/2025,MK
INV01779,C00187,"P00069,P00146,P00018,P00078",08/05/2025,CYB
INV01780,C00867,"P00276,P00472,P00429,P00468",01/10/2024,ST
INV01781,C01139,"P00524,P00284,P00479,P00514",09/09/2024,MK
INV01782,C00080,"P00059,P00401,P00418",24/07/2025,ST
INV01783,C00602,"P00194,P00002",16/11/2025,MK
INV01784,C00458,"P00015,P00155,P00078,P00408",09/12/2025,ST
INV01785,C01260,"P00202,P00509,P00496,P00381,P00365",14/03/2024,TKO
INV01786,C00629,"P00154,P00074,P00471,P00446",01/03/2025,CYB
INV01787,C01462,"P00033,P00393,P00509,P00232,P00015",27/03/2024,TKO
INV01788,C00166,"P00036,P00233",12/11/2024,MK
INV01789,C01197,"P00425,P00520,P00386",17/09/2024,CYB
INV01790,C00969,"P00383,P00480,P00270,P00216,P00362",28/03/2025,MK
INV01791,C00856,"P00084,P00207,P00146",17/09/2024,MK
INV01792,C01145,"P00383,P00480,P00270,P00216,P00323",22/05/2025,MK
INV01793,C01247,"P00048,P00186,P00313",20/09/2024,CYB
INV01794,C00953,"P00383,P00480,P00270,P00216,P00244,P00325",13/09/2024,CYB
INV01795,C00225,"P00074,P00458,P00497,P00514",09/04/2024,CYB
INV01796,C01285,"P00499,P00231,P00144,P00027,P00321",29/01/2024,MK
INV01797,C00801,"P00307,P00167,P00229",27/04/2025,MK
INV01798,C00752,"P00087,P00132",04/10/2025,CYB
INV01799,C00605,"P00193,P00175,P00510,P00127",24/04/2025,CYB
INV01800,C00164,"P00113,P00170",15/02/2024,CYB
INV01801,C00128,P00424,19/02/2025,MK
INV01802,C00459,"P00080,P00139",22/06/2025,CYB
INV01803,C00214,"P00454,P00443,P00229,P00284",12/11/2024,CYB
INV01804,C00579,"P00033,P00416,P00518,P00297,P00333",03/03/2024,ST
INV01805,C00604,"P00545,P00302,P00222,P00118,P00317",19/10/2024,MK
INV01806,C00072,"P00509,P00027,P00304",14/03/2024,MK
INV01807,C01316,"P00524,P00028,P00111,P00109",13/06/2024,MK
INV01808,C00574,"P00275,P00104,P00117,P00068",31/08/2024,TKO
INV01809,C00130,"P00325,P00122,P00391,P00319",11/03/2025,CYB
INV01810,C01432,"P00457,P00236,P00030",28/06/2024,ST
INV01811,C00169,"P00390,P00002,P00537,P00121,P00416",22/05/2025,ST
INV01812,C00019,"P00365,P00364,P00414,P00017",24/02/2024,CYB
INV01813,C00252,"P00307,P00384,P00035",06/10/2025,TKO
INV01814,C00460,P00407,12/07/2025,MK
INV01815,C00226,"P00383,P00480,P00270,P00216,P00037,P00048",21/02/2025,ST
INV01816,C00088,"P00383,P00480,P00270,P00216,P00238,P00193",09/09/2025,CYB
INV01817,C00060,"P00438,P00345,P00416",05/11/2024,MK
INV01818,C00330,"P00095,P00438",23/01/2025,TKO
INV01819,C01243,"P00192,P00134",03/08/2024,MK
INV01820,C00084,"P00052,P00361,P00285,P00432,P00383",21/10/2025,ST
INV01821,C01385,"P00338,P00549,P00250",10/05/2025,ST
INV01822,C00395,P00481,23/10/2025,MK
INV01823,C00419,"P00243,P00460,P00455,P00336",04/02/2024,ST
INV01824,C01108,"P00339,P00255,P00317,P00133",12/03/2024,CYB
INV01825,C00125,"P00212,P00105,P00193,P00266",24/05/2025,CYB
INV01826,C01416,"P00383,P00480,P00270,P00216,P00076,P00206",06/12/2024,TKO
INV01827,C00048,"P00507,P00511,P00509,P00190",04/04/2025,MK
INV01828,C01038,P00232,03/07/2024,MK
INV01829,C00228,"P00383,P00480,P00270,P00216,P00428,P00513",14/04/2024,TKO
INV01830,C00574,"P00452,P00083,P00344",29/07/2025,MK
INV01831,C01490,"P00338,P00307",14/01/2025,TKO
INV01832,C00140,"P00163,P00249,P00278,P00413,P00051",19/10/2025,MK
INV01833,C00052,"P00383,P00480,P00270,P00216",30/10/2024,MK
INV01834,C01430,"P00287,P00250",01/11/2025,MK
INV01835,C01377,"P00383,P00480,P00270,P00216",14/05/2024,CYB
INV01836,C00476,"P00131,P00069,P00396,P00454,P00078",28/07/2024,MK
INV01837,C01432,"P00032,P00167",21/09/2024,CYB
INV01838,C00127,"P00538,P00110",02/01/2024,TKO
INV01839,C01068,"P00492,P00434,P00418,P00038,P00165",18/11/2025,MK
INV01840,C01281,P00453,14/03/2025,MK
INV01841,C00882,P00129,28/01/2025,ST
INV01842,C01042,"P00417,P00539,P00191,P00207,P00425",20/05/2025,MK
INV01843,C01115,"P00383,P00480,P00270,P00216",21/09/2025,CYB
INV01844,C01386,P00071,27/08/2024,ST
INV01845,C00804,"P00229,P00364,P00013,P00123",14/07/2024,CYB
INV01846,C00199,"P00484,P00079,P00326",11/08/2025,CYB
INV01847,C00363,"P00219,P00028",30/06/2025,CYB
INV01848,C00380,"P00128,P00517,P00139,P00538,P00057",02/08/2025,MK
INV01849,C00888,P00514,26/12/2025,MK
INV01850,C00416,P00220,16/08/2025,MK
INV01851,C00096,"P00383,P00480,P00270,P00216,P00140",14/12/2025,TKO
INV01852,C01349,"P00312,P00276,P00019,P00279,P00105",13/05/2025,TKO
INV01853,C00311,"P00360,P00075,P00447",12/02/2024,TKO
INV01854,C00269,"P00475,P00154,P00011,P00320",19/10/2025,CYB
INV01855,C00298,"P00383,P00480,P00270,P00216",21/12/2025,CYB
INV01856,C01080,"P00159,P00016,P00508,P00150",10/11/2024,ST
INV01857,C00731,"P00201,P00175",21/06/2024,CYB
INV01858,C00344,P00251,04/08/2024,ST
INV01859,C01080,P00334,04/07/2024,ST
INV01860,C01430,"P00017,P00424,P00077",04/03/2025,MK
INV01861,C00019,"P00222,P00533",02/12/2025,TKO
INV01862,C00607,"P00376,P00396,P00455,P00284",23/09/2025,ST
INV01863,C01449,"P00164,P00021,P00199,P00389,P00407",05/09/2025,TKO
INV01864,C00754,"P00333,P00019,P00416,P00504,P00103",11/08/2025,ST
INV01865,C01484,"P00383,P00480,P00270,P00216",02/02/2025,MK
INV01866,C00691,"P00267,P00202,P00442",18/06/2024,MK
INV01867,C00830,"P00383,P00480,P00270,P00216,P00318,P00402",29/06/2024,CYB
INV01868,C00319,"P00330,P00128",22/08/2024,MK
INV01869,C01236,P00183,04/03/2025,TKO
INV01870,C01143,P00370,14/12/2025,CYB
INV01871,C00769,P00510,10/11/2024,MK
INV01872,C01203,"P00383,P00480,P00270,P00216,P00488,P00456",05/12/2025,ST
INV01873,C01038,"P00388,P00285,P00411,P00303",29/01/2025,MK
INV01874,C00644,"P00462,P00117,P00187",30/08/2025,ST
INV01875,C00722,"P00027,P00018,P00246,P00029",11/06/2024,CYB
INV01876,C00911,"P00004,P00398,P00097,P00292",14/07/2024,ST
INV01877,C00148,"P00348,P00346,P00209,P00318",31/03/2025,MK
INV01878,C00346,"P00546,P00294,P00279",19/07/2025,ST
INV01879,C00734,P00496,14/08/2025,CYB
INV01880,C01013,"P00057,P00039,P00371,P00360",31/01/2024,MK
INV01881,C00299,"P00250,P00049,P00089,P00454,P00357",27/10/2025,MK
INV01882,C01213,"P00246,P00244,P00248,P00312",27/07/2025,CYB
INV01883,C01402,"P00463,P00412",20/12/2025,MK
INV01884,C00796,"P00383,P00480,P00270,P00216",04/09/2025,CYB
INV01885,C01453,"P00349,P00113,P00300,P00311",24/04/2024,ST
INV01886,C01308,P00112,12/11/2025,TKO
INV01887,C00044,"P00383,P00480,P00270,P00216",27/04/2025,ST
INV01888,C01228,"P00364,P00148",21/10/2024,TKO
INV01889,C00886,"P00259,P00303,P00292",20/03/2024,MK
INV01890,C00849,"P00396,P00202,P00232,P00461,P00173",12/01/2024,CYB
INV01891,C01145,"P00216,P00333",12/06/2024,ST
INV01892,C00691,P00064,05/06/2025,MK
INV01893,C00306,"P00037,P00126",01/04/2024,MK
INV01894,C01475,"P00315,P00516,P00453,P00355,P00014",25/10/2025,CYB
INV01895,C00957,P00100,19/12/2024,MK
INV01896,C01127,"P00432,P00482,P00534",21/06/2024,MK
INV01897,C01378,P00116,30/07/2025,MK
INV01898,C00523,"P00381,P00152",19/09/2024,ST
INV01899,C00129,"P00058,P00499,P00529,P00275",09/12/2025,CYB
INV01900,C00455,"P00525,P00224",05/09/2025,CYB
INV01901,C00848,P00442,02/12/2025,ST
INV01902,C00879,"P00052,P00298,P00199,P00464,P00118",24/11/2025,MK
INV01903,C00056,"P00383,P00480,P00270,P00216,P00324,P00321",14/04/2024,CYB
INV01904,C01360,"P00383,P00480,P00270,P00216",07/12/2025,CYB
INV01905,C01003,"P00442,P00546,P00245",05/04/2024,MK
INV01906,C00684,"P00113,P00361,P00192",24/08/2024,MK
INV01907,C00665,"P00383,P00480,P00270,P00216,P00475",31/12/2025,TKO
INV01908,C01328,"P00383,P00480,P00270,P00216",23/02/2024,MK
INV01909,C00539,"P00209,P00013,P00164",18/01/2024,CYB
INV01910,C00316,"P00383,P00480,P00270,P00216,P00493",20/09/2025,MK
INV01911,C00933,"P00443,P00104,P00248,P00274,P00448",13/04/2025,MK
INV01912,C01271,"P00103,P00534,P00385",03/11/2024,CYB
INV01913,C01107,"P00383,P00480,P00270,P00216,P00259,P00122",17/09/2025,MK
INV01914,C01434,"P00220,P00185,P00432",12/02/2025,ST
INV01915,C01415,"P00095,P00306,P00497,P00465,P00092",09/12/2024,CYB
INV01916,C00095,"P00503,P00124,P00229",03/10/2025,MK
